,feature_ID,¹à±â,ºÐ·ù,¸íÄª,À§µµ,°æµµ
276,Point_276,20,º¸¾Èµî,¿ª»ï1µ¿ 705-5,37.5047972307,127.04718400700001
277,Point_277,20,º¸¾Èµî,¿ª»ï1µ¿ 681-50,37.5094049966,127.042359637
278,Point_278,20,º¸¾Èµî,¿ª»ï1µ¿ 818-3,37.4998152922,127.028317571
279,Point_279,20,º¸¾Èµî,¿ª»ï1µ¿ 819,37.4992062402,127.028199729
280,Point_280,20,º¸¾Èµî,¿ª»ï1µ¿ 818-12,37.4995846075,127.028430573
281,Point_281,20,º¸¾Èµî,¿ª»ï1µ¿ 818-10,37.4996854391,127.028765355
282,Point_282,20,º¸¾Èµî,¿ª»ï1µ¿ 819-3,37.4994547196,127.029018586
283,Point_283,20,º¸¾Èµî,¿ª»ï1µ¿ 681-13,37.508782022800006,127.0408799
284,Point_284,20,º¸¾Èµî,¿ª»ï1µ¿ 681-15,37.5090127175,127.04077144700001
285,Point_285,20,º¸¾Èµî,¿ª»ï1µ¿ 681-4,37.508576678000004,127.040635487
286,Point_286,20,º¸¾Èµî,¿ª»ï1µ¿ 681-6,37.5088109765,127.040527035
287,Point_287,20,º¸¾Èµî,¿ª»ï1µ¿ 680-1,37.5083102687,127.03978933799999
288,Point_288,20,º¸¾Èµî,¿ª»ï1µ¿ 681-1,37.5088687012,127.040350625
289,Point_289,20,º¸¾Èµî,¿ª»ï1µ¿794-3,37.4934661219,127.03725299799999
290,Point_290,20,º¸¾Èµî,¿ª»ï1µ¿792-46,37.4938950283,127.03716727
291,Point_291,20,º¸¾Èµî,¿ª»ï1µ¿792-32,37.4936283927,127.036968117
292,Point_292,20,º¸¾Èµî,¿ª»ï1µ¿794,37.4933292965,127.036845844
293,Point_293,20,º¸¾Èµî,¿ª»ï1µ¿794-1,37.4933688999,127.03697703600001
294,Point_294,20,º¸¾Èµî,¿ª»ï1µ¿794-16,37.4928821893,127.037506005
295,Point_295,20,º¸¾Èµî,¿ª»ï1µ¿793-8,37.493149136,127.036714584
296,Point_296,20,º¸¾Èµî,¿ª»ï1µ¿793-18,37.4928535832,127.03678680899999
297,Point_297,20,º¸¾Èµî,¿ª»ï1µ¿794-9,37.4930517,127.037121621
298,Point_298,20,º¸¾Èµî,¿ª»ï1µ¿793-22,37.4925653325,127.03655598799999
299,Point_299,20,º¸¾Èµî,¿ª»ï1µ¿793-20,37.4926733846,127.036777675
300,Point_300,20,º¸¾Èµî,¿ª»ï1µ¿793-30,37.4924715294,127.03687256100001
301,Point_301,20,º¸¾Èµî,¿ª»ï1µ¿793-14,37.4927997251,127.036130926
302,Point_302,20,º¸¾Èµî,¿ª»ï1µ¿794-20,37.4927055574,127.037614472
303,Point_303,20,º¸¾Èµî,¿ª»ï1µ¿795-15,37.493022596100005,127.037976484
304,Point_304,20,º¸¾Èµî,¿ª»ï1µ¿795-16,37.493087398600004,127.03819362899999
305,Point_305,20,º¸¾Èµî,¿ª»ï1µ¿795-11,37.4931990383,127.03845603
306,Point_306,20,º¸¾Èµî,¿ª»ï1µ¿796-8,37.493591808000005,127.038668822
307,Point_307,20,º¸¾Èµî,¿ª»ï1µ¿796-26,37.4932854077,127.03884506799999
308,Point_308,20,º¸¾Èµî,¿ª»ï1µ¿796-15,37.493397074499995,127.03902153
309,Point_309,20,º¸¾Èµî,¿ª»ï1µ¿796-14,37.4934438729,127.039184389
310,Point_310,20,º¸¾Èµî,¿ª»ï1µ¿796-13,37.4934834767,127.039306536
311,Point_311,20,º¸¾Èµî,¿ª»ï1µ¿797-24,37.4936419709,127.039555395
312,Point_312,20,º¸¾Èµî,¿ª»ï1µ¿797-21,37.4939915008,127.03973650799999
313,Point_313,20,º¸¾Èµî,¿ª»ï1µ¿798-1,37.493209375,127.03988988200001
314,Point_314,20,º¸¾Èµî,¿ª»ï1µ¿798-5,37.4930615747,127.03999383600001
315,Point_315,20,º¸¾Èµî,¿ª»ï1µ¿798-24,37.4928094253,127.039600188
316,Point_316,20,º¸¾Èµî,¿ª»ï1µ¿798-10,37.492931820500004,127.04002090600001
317,Point_317,20,º¸¾Èµî,¿ª»ï1µ¿ 613-18,37.505134262,127.030595099
318,Point_318,20,º¸¾Èµî,¿ª»ï1µ¿ 614-24,37.5050839047,127.030210548
319,Point_319,20,º¸¾Èµî,¿ª»ï1µ¿ 613-12,37.504846003400004,127.03035069200001
320,Point_320,20,º¸¾Èµî,¿ª»ï1µ¿ 613-6,37.504557745300005,127.03010176299999
321,Point_321,20,º¸¾Èµî,¿ª»ï1µ¿ 614-10,37.5045001886,127.02967649700001
322,Point_322,20,º¸¾Èµî,¿ª»ï1µ¿ 614-8,37.5043560595,127.029549773
323,Point_323,20,º¸¾Èµî,¿ª»ï1µ¿ 623-1,37.504172165599996,127.02990255899999
324,Point_324,20,º¸¾Èµî,¿ª»ï1µ¿ 623-9,37.5037973611,127.029848124
325,Point_325,20,º¸¾Èµî,¿ª»ï1µ¿ 623-7,37.503667644800004,127.029734977
326,Point_326,20,º¸¾Èµî,¿ª»ï1µ¿ 623-6,37.5036497153,127.029373066
327,Point_327,20,º¸¾Èµî,¿ª»ï1µ¿ 618-1,37.503646215100005,127.028952351
328,Point_328,20,º¸¾Èµî,¿ª»ï1µ¿ 670-7,37.5036005144,127.03765160399999
329,Point_329,20,º¸¾Èµî,¿ª»ï1µ¿ 670-8,37.5036617177,127.037855206
330,Point_330,20,º¸¾Èµî,¿ª»ï1µ¿ 671-29,37.5041445926,127.038054499
331,Point_331,20,º¸¾Èµî,¿ª»ï1µ¿671-29,37.5041445926,127.038054499
332,Point_332,20,º¸¾Èµî,¿ª»ï1µ¿ 664-7,37.5047355349,127.03841670799999
333,Point_333,20,º¸¾Èµî,¿ª»ï1µ¿ 664-6,37.5048220446,127.038376038
334,Point_334,20,º¸¾Èµî,¿ª»ï1µ¿ 664-5,37.504980598,127.038448501
335,Point_335,20,º¸¾Èµî,¿ª»ï1µ¿ 663-19,37.5053879155,127.038254182
336,Point_336,20,º¸¾Èµî,¿ª»ï1µ¿ 664-1,37.505175195999996,127.038507411
337,Point_337,20,º¸¾Èµî,¿ª»ï1µ¿ 663-4,37.5056617314,127.038530281
338,Point_338,20,º¸¾Èµî,¿ª»ï1µ¿ 663,37.5056690715,127.038123131
339,Point_339,20,º¸¾Èµî,¿ª»ï1µ¿ 675-3,37.5046480787,127.041262174
340,Point_340,20,º¸¾Èµî,¿ª»ï1µ¿ 650-5,37.5072882493,127.03497975799999
341,Point_341,20,º¸¾Èµî,¿ª»ï1µ¿616-14,37.503516741,127.027825875
342,Point_342,20,º¸¾Èµî,¿ª»ï1µ¿ 617-4,37.5031022998,127.027735246
343,Point_343,20,º¸¾Èµî,¿ª»ï1µ¿ 617-6,37.5032716558,127.027875546
344,Point_344,20,º¸¾Èµî,¿ª»ï1µ¿ 618-8,37.5032535497,127.028237442
345,Point_345,20,º¸¾Èµî,¿ª»ï1µ¿ 618-7,37.5031634036,127.028427406
346,Point_346,20,º¸¾Èµî,¿ª»ï1µ¿ 618-2,37.5035490187,127.028490886
347,Point_347,20,º¸¾Èµî,¿ª»ï1µ¿ 616-9,37.5039671157,127.028364377
348,Point_348,20,º¸¾Èµî,¿ª»ï1µ¿ 614-1,37.5039417504,127.028929846
349,Point_349,20,º¸¾Èµî,¿ª»ï1µ¿ 613-22,37.5053324196,127.03083947100001
350,Point_350,20,º¸¾Èµî,¿ª»ï1µ¿ 614-3,37.5039849229,127.02923748200001
351,Point_351,20,º¸¾Èµî,¿ª»ï1µ¿ 623-2,37.5040604855,127.029726085
352,Point_352,20,º¸¾Èµî,¿ª»ï1µ¿ 671-32,37.5042453925,127.038402885
353,Point_353,20,º¸¾Èµî,¿ª»ï1µ¿ 672-3,37.5041335674,127.03871044899999
354,Point_354,20,º¸¾Èµî,¿ª»ï1µ¿ 672-5,37.5038452012,127.038846014
355,Point_355,20,º¸¾Èµî,¿ª»ï1µ¿ 671-25,37.5034415686,127.03879152
356,Point_356,20,º¸¾Èµî,¿ª»ï1µ¿ 672-25,37.503513580500005,127.038999652
357,Point_357,20,º¸¾Èµî,¿ª»ï1µ¿ 671-22,37.5032469767,127.038714515
358,Point_358,20,º¸¾Èµî,¿ª»ï1µ¿ 671-16,37.503477743299996,127.038379873
359,Point_359,20,º¸¾Èµî,¿ª»ï1µ¿ 671-24,37.5035893572,127.038719215
360,Point_360,20,º¸¾Èµî,¿ª»ï1µ¿ 671-5,37.5038057591,127.03822623100001
361,Point_361,20,º¸¾Èµî,¿ª»ï1µ¿ 671-13,37.5034273325,127.03823961
362,Point_362,20,º¸¾Èµî,¿ª»ï1µ¿ 671-15,37.5031353612,127.03837969799999
363,Point_363,20,º¸¾Èµî,¿ª»ï1µ¿ 670-16,37.5031499452,127.037859471
364,Point_364,20,º¸¾Èµî,¿ª»ï1µ¿ 669-14,37.5029951293,127.037366303
365,Point_365,20,º¸¾Èµî,¿ª»ï1µ¿ 670-10,37.503459937399995,127.037714867
366,Point_366,20,º¸¾Èµî,¿ª»ï1µ¿ 669-12,37.5033447708,127.037203621
367,Point_367,20,º¸¾Èµî,¿ª»ï1µ¿ 670-4,37.5037699293,127.03757026
368,Point_368,20,º¸¾Èµî,¿ª»ï1µ¿789-7,37.49472064,127.036235887
369,Point_369,20,º¸¾Èµî,¿ª»ï1µ¿792-35,37.4940537399,127.036737643
370,Point_370,20,º¸¾Èµî,¿ª»ï1µ¿792-34,37.4939239752,127.036800904
371,Point_371,20,º¸¾Èµî,¿ª»ï1µ¿792-22,37.493794360500004,127.036380182
372,Point_372,20,º¸¾Èµî,¿ª»ï1µ¿792-26,37.4940069548,127.036520505
373,Point_373,20,º¸¾Èµî,¿ª»ï1µ¿792-36,37.4941835045,127.036674381
374,Point_374,20,º¸¾Èµî,¿ª»ï1µ¿792-38,37.4940897379,127.036873357
375,Point_375,20,º¸¾Èµî,¿ª»ï1µ¿792-45,37.494057181,127.037257815
376,Point_376,20,º¸¾Èµî,¿ª»ï1µ¿792-42,37.4942735108,127.03697748200001
377,Point_377,20,º¸¾Èµî,¿ª»ï1µ¿792-43,37.4943239146,127.03714486700001
378,Point_378,20,º¸¾Èµî,¿ª»ï1µ¿792-52,37.494424730300004,127.037452497
379,Point_379,20,º¸¾Èµî,¿ª»ï1µ¿792-55,37.494193986199996,127.037723776
380,Point_380,20,º¸¾Èµî,¿ª»ï1µ¿792-57,37.4941146208,127.03796346799999
381,Point_381,20,º¸¾Èµî,¿ª»ï1µ¿791-13,37.494370428,127.03820785200001
382,Point_382,20,º¸¾Èµî,¿ª»ï1µ¿791-11,37.494431780999996,127.037945535
383,Point_383,20,º¸¾Èµî,¿ª»ï1µ¿ 622-7,37.5033326363,127.02906984799999
384,Point_384,20,º¸¾Èµî,¿ª»ï1µ¿ 622-6,37.5032497081,127.029214577
385,Point_385,20,º¸¾Èµî,¿ª»ï1µ¿ 622-5,37.50317399,127.029350261
386,Point_386,20,º¸¾Èµî,¿ª»ï1µ¿ 622-9,37.5030587728,127.028897839
387,Point_387,20,º¸¾Èµî,¿ª»ï1µ¿ 621-11,37.502251434099996,127.029051334
388,Point_388,20,º¸¾Èµî,¿ª»ï1µ¿ 621-7,37.5021433974,127.02870749
389,Point_389,20,º¸¾Èµî,¿ª»ï1µ¿ 621-4,37.502096639,127.028318433
390,Point_390,20,º¸¾Èµî,¿ª»ï1µ¿ 621-1,37.5019741927,127.027938395
391,Point_391,20,º¸¾Èµî,¿ª»ï1µ¿ 619-13,37.5019310411,127.027526722
392,Point_392,20,º¸¾Èµî,¿ª»ï1µ¿ 619-12,37.5020823794,127.027657966
393,Point_393,20,º¸¾Èµî,¿ª»ï1µ¿ 834-36,37.493366108800004,127.03428121700001
394,Point_394,20,º¸¾Èµî,¿ª»ï1µ¿ 834-38,37.4936184262,127.034159205
395,Point_395,20,º¸¾Èµî,¿ª»ï1µ¿ 834-43,37.4939680573,127.034019145
396,Point_396,20,º¸¾Èµî,¿ª»ï1µ¿ 692-7,37.5067159294,127.043647455
397,Point_397,20,º¸¾Èµî,¿ª»ï1µ¿ 692-8,37.506842041599995,127.043724436
398,Point_398,20,º¸¾Èµî,¿ª»ï1µ¿ 692-18,37.5072926791,127.043358253
399,Point_399,20,º¸¾Èµî,¿ª»ï1µ¿ 692-19,37.507195309000004,127.043525586
400,Point_400,20,º¸¾Èµî,¿ª»ï1µ¿ 691,37.5068603406,127.042964415
401,Point_401,20,º¸¾Èµî,¿ª»ï1µ¿ 692-26,37.507303389499995,127.043634225
402,Point_402,20,º¸¾Èµî,¿ª»ï1µ¿ 693-9,37.507530318600004,127.043969136
403,Point_403,20,º¸¾Èµî,¿ª»ï1µ¿ 693,37.5078117142,127.043204736
404,Point_404,20,º¸¾Èµî,¿ª»ï1µ¿789-30,37.4941153818,127.03551640100001
405,Point_405,20,º¸¾Èµî,¿ª»ï1µ¿834-47,37.4943425626,127.03509132299999
406,Point_406,20,º¸¾Èµî,¿ª»ï1µ¿834-103,37.4937622265,127.03538506
407,Point_407,20,º¸¾Èµî,¿ª»ï1µ¿834-104,37.493704620100004,127.035190535
408,Point_408,20,º¸¾Èµî,¿ª»ï1µ¿834-58,37.493628853000004,127.035466415
409,Point_409,20,º¸¾Èµî,¿ª»ï1µ¿834-59,37.4935856454,127.035330699
410,Point_410,20,º¸¾Èµî,¿ª»ï1µ¿834-61,37.4933585984,127.035307976
411,Point_411,20,º¸¾Èµî,¿ª»ï1µ¿834-64,37.4932251557,127.03562001200001
412,Point_412,20,º¸¾Èµî,¿ª»ï1µ¿834-66,37.4931675483,127.035430012
413,Point_413,20,º¸¾Èµî,¿ª»ï1µ¿792-7,37.4934988816,127.03621268
414,Point_414,20,º¸¾Èµî,¿ª»ï1µ¿793-9,37.4930879026,127.036601474
415,Point_415,20,º¸¾Èµî,¿ª»ï1µ¿792-16,37.4937331365,127.03623541
416,Point_416,20,º¸¾Èµî,¿ª»ï1µ¿792-14,37.4939313871,127.036140518
417,Point_417,20,º¸¾Èµî,¿ª»ï1µ¿792-13,37.494025105700004,127.036095331
418,Point_418,20,º¸¾Èµî,¿ª»ï1µ¿792-25,37.494125904499995,127.036466284
419,Point_419,20,º¸¾Èµî,¿ª»ï1µ¿789-24,37.4943097434,127.036357816
420,Point_420,20,º¸¾Èµî,¿ª»ï1µ¿ 622-20,37.5025939724,127.028409095
421,Point_421,20,º¸¾Èµî,¿ª»ï1µ¿ 618-19,37.5026048581,127.028101485
422,Point_422,20,º¸¾Èµî,¿ª»ï1µ¿ 619-8,37.5023382809,127.02759020399999
423,Point_423,20,º¸¾Èµî,¿ª»ï1µ¿ 619-7,37.5021833385,127.027458959
424,Point_424,20,º¸¾Èµî,¿ª»ï1µ¿ 619-6,37.502032,127.027327716
425,Point_425,20,º¸¾Èµî,¿ª»ï1µ¿ 619-15,37.5016392611,127.0268933
426,Point_426,20,º¸¾Èµî,¿ª»ï1µ¿ 619-22,37.5016211955,127.027092335
427,Point_427,20,º¸¾Èµî,¿ª»ï1µ¿ 619-21,37.5014842239,127.027173712
428,Point_428,20,º¸¾Èµî,¿ª»ï1µ¿ 619-19,37.5011634304,127.0273274
429,Point_429,20,º¸¾Èµî,¿ª»ï1µ¿ 619-29,37.501022803000005,127.027630433
430,Point_430,20,º¸¾Èµî,¿ª»ï1µ¿ 619-24,37.5013976604,127.027463195
431,Point_431,20,º¸¾Èµî,¿ª»ï1µ¿ 621-16,37.5015273067,127.027883945
432,Point_432,20,º¸¾Èµî,¿ª»ï1µ¿ 620-3,37.5015019394,127.028467489
433,Point_433,20,º¸¾Èµî,¿ª»ï1µ¿ 621-24,37.5017469802,127.02860329299999
434,Point_434,20,º¸¾Èµî,¿ª»ï1µ¿836-34,37.4923931633,127.033787751
435,Point_435,20,º¸¾Èµî,¿ª»ï1µ¿836-32,37.4922093965,127.033651975
436,Point_436,20,º¸¾Èµî,¿ª»ï1µ¿836-78,37.492166078400004,127.033896204
437,Point_437,20,º¸¾Èµî,¿ª»ï1µ¿836-21,37.4909840112,127.033705702
438,Point_438,20,º¸¾Èµî,¿ª»ï1µ¿836-18,37.4914597804,127.033574746
439,Point_439,20,º¸¾Èµî,¿ª»ï1µ¿836-6,37.4917589916,127.033303495
440,Point_440,20,º¸¾Èµî,¿ª»ï1µ¿836-7,37.4917913959,127.033416587
441,Point_441,20,º¸¾Èµî,¿ª»ï1µ¿836-28,37.492054458,127.033529782
442,Point_442,20,º¸¾Èµî,¿ª»ï1µ¿836-27,37.4921661983,127.03347555399999
443,Point_443,20,º¸¾Èµî,¿ª»ï1µ¿615-3,37.504432221900004,127.02757287899999
444,Point_444,20,º¸¾Èµî,¿ª»ï1µ¿615-20,37.50455106,127.02797554600001
445,Point_445,20,º¸¾Èµî,¿ª»ï1µ¿615-27,37.5047743125,127.02879445100001
446,Point_446,20,º¸¾Èµî,¿ª»ï1µ¿615-29,37.5048823388,127.02917902200001
447,Point_447,20,º¸¾Èµî,¿ª»ï1µ¿614-17,37.5049831149,127.029726451
448,Point_448,20,º¸¾Èµî,¿ª»ï1µ¿604,37.505426326999995,127.030052349
449,Point_449,20,º¸¾Èµî,¿ª»ï1µ¿603-11,37.5057218728,127.02998913200001
450,Point_450,20,º¸¾Èµî,¿ª»ï1µ¿604-2,37.5058334957,127.030387283
451,Point_451,20,º¸¾Èµî,¿ª»ï1µ¿604-1,37.5055956617,127.030265041
452,Point_452,20,º¸¾Èµî,¿ª»ï1µ¿615-30,37.5049760064,127.029328347
453,Point_453,20,º¸¾Èµî,¿ª»ï1µ¿ 664-18,37.5050812337,127.03928999600001
454,Point_454,20,º¸¾Èµî,¿ª»ï1µ¿ 664-10,37.5051606226,127.038986937
455,Point_455,20,º¸¾Èµî,¿ª»ï1µ¿ 664-14,37.5053732074,127.039145384
456,Point_456,20,º¸¾Èµî,¿ª»ï1µ¿ 663-28,37.5057479141,127.03948035100001
457,Point_457,20,º¸¾Èµî,¿ª»ï1µ¿ 663-27,37.505701113200004,127.039326512
458,Point_458,20,º¸¾Èµî,¿ª»ï1µ¿ 664-4,37.505326411999995,127.038973451
459,Point_459,20,º¸¾Èµî,¿ª»ï1µ¿ 664-11,37.5050020412,127.039000426
460,Point_460,20,º¸¾Èµî,¿ª»ï1µ¿ 672-19,37.5045911664,127.039049975
461,Point_461,20,º¸¾Èµî,¿ª»ï1µ¿ 673-3,37.5043603934,127.039398191
462,Point_462,20,º¸¾Èµî,¿ª»ï1µ¿ 672-22,37.5041478029,127.03925784
463,Point_463,20,º¸¾Èµî,¿ª»ï1µ¿ 673-5,37.504068420799996,127.039538276
464,Point_464,20,º¸¾Èµî,¿ª»ï1µ¿ 673-25,37.5037440089,127.039687391
465,Point_465,20,º¸¾Èµî,¿ª»ï1µ¿ 673-26,37.5035998237,127.039759695
466,Point_466,20,º¸¾Èµî,¿ª»ï1µ¿ 672-33,37.5036215902,127.039334469
467,Point_467,20,º¸¾Èµî,¿ª»ï1µ¿ 672-28,37.5037081723,127.039076658
468,Point_468,20,º¸¾Èµî,¿ª»ï1µ¿ 672-16,37.5041009986,127.039113053
469,Point_469,20,º¸¾Èµî,¿ª»ï1µ¿ 672-15,37.5042487859,127.039045273
470,Point_470,20,º¸¾Èµî,¿ª»ï1µ¿ 672-14,37.504396573200005,127.038977492
471,Point_471,20,º¸¾Èµî,¿ª»ï1µ¿615-1,37.5043169824,127.02718831
472,Point_472,20,º¸¾Èµî,¿ª»ï1µ¿615-2,37.504374600700004,127.02738738
473,Point_473,20,º¸¾Èµî,¿ª»ï1µ¿ 736-37,37.4993774335,127.034935355
474,Point_474,20,º¸¾Èµî,¿ª»ï1µ¿ 827-32,37.4964808526,127.03116151299999
475,Point_475,20,º¸¾Èµî,¿ª»ï1µ¿ 827-38,37.4967259562,127.03104853
476,Point_476,20,º¸¾Èµî,¿ª»ï1µ¿ 824,37.4982652205,127.029705694
477,Point_477,20,º¸¾Èµî,¿ª»ï1µ¿ 824-9,37.4975405875,127.030582954
478,Point_478,20,º¸¾Èµî,¿ª»ï1µ¿ 671-30,37.5043211459,127.038190303
479,Point_479,20,º¸¾Èµî,¿ª»ï1µ¿ 664-44,37.5048616093,127.038620347
480,Point_480,20,º¸¾Èµî,¿ª»ï1µ¿ 792-26,37.4940069548,127.036520505
481,Point_481,20,º¸¾Èµî,¿ª»ï1µ¿615-31,37.5047381992,127.029093012
482,Point_482,20,º¸¾Èµî,¿ª»ï1µ¿614-7,37.5043489425,127.029183338
483,Point_483,20,º¸¾Èµî,¿ª»ï1µ¿615-33,37.5044823835,127.02880791
484,Point_484,20,º¸¾Èµî,¿ª»ï1µ¿615-45,37.5042553774,127.028613298
485,Point_485,20,º¸¾Èµî,¿ª»ï1µ¿615-21,37.5043924195,127.028242394
486,Point_486,20,º¸¾Èµî,¿ª»ï1µ¿616-8,37.5039455435,127.028147226
487,Point_487,20,º¸¾Èµî,¿ª»ï1µ¿616-7,37.5038482693,127.028002427
488,Point_488,20,º¸¾Èµî,¿ª»ï1µ¿615-17,37.5039997383,127.027577244
489,Point_489,20,º¸¾Èµî,¿ª»ï1µ¿615-11,37.5040682767,127.027310363
490,Point_490,20,º¸¾Èµî,¿ª»ï1µ¿617-5,37.503217640100004,127.027685527
491,Point_491,20,º¸¾Èµî,¿ª»ï1µ¿ 674-5,37.504417800300004,127.04016275200001
492,Point_492,20,º¸¾Èµî,¿ª»ï1µ¿ 674-7,37.5044825801,127.04043421799999
493,Point_493,20,º¸¾Èµî,¿ª»ï1µ¿ 674-9,37.5042519891,127.04023956799999
494,Point_494,20,º¸¾Èµî,¿ª»ï1µ¿ 674-10,37.5042915871,127.040375305
495,Point_495,20,º¸¾Èµî,¿ª»ï1µ¿ 674-13,37.5040897727,127.040343529
496,Point_496,20,º¸¾Èµî,¿ª»ï1µ¿ 674-15,37.5037148957,127.040515232
497,Point_497,20,º¸¾Èµî,¿ª»ï1µ¿ 673-34,37.5037006216,127.040099034
498,Point_498,20,º¸¾Èµî,¿ª»ï1µ¿ 673-17,37.5041800315,127.039877623
499,Point_499,20,º¸¾Èµî,¿ª»ï1µ¿ 673-16,37.5043242152,127.03980984200001
500,Point_500,20,º¸¾Èµî,¿ª»ï1µ¿ 673-14,37.5046161896,127.039665233
501,Point_501,20,º¸¾Èµî,¿ª»ï1µ¿ 664-21,37.5053298327,127.03952537
502,Point_502,20,º¸¾Èµî,¿ª»ï1µ¿ 672-12,37.5046885451,127.03883740399999
503,Point_503,20,º¸¾Èµî,¿ª»ï1µ¿ 672,37.5045733245,127.03850710200001
504,Point_504,20,º¸¾Èµî,¿ª»ï1µ¿629-16,37.503172702600004,127.034140939
505,Point_505,20,º¸¾Èµî,¿ª»ï1µ¿638-6,37.5023259886,127.03333080700001
506,Point_506,20,º¸¾Èµî,¿ª»ï1µ¿664-27,37.5054486437,127.039887345
507,Point_507,20,º¸¾Èµî,¿ª»ï1µ¿697-28,37.5061316721,127.044732864
508,Point_508,20,º¸¾Èµî,¿ª»ï1µ¿620-11,37.5011163263,127.028394965
509,Point_509,20,º¸¾Èµî,¿ª»ï1µ¿639-3,37.5026609732,127.033995946
510,Point_510,20,º¸¾Èµî,¿ª»ï1µ¿643-8,37.501965024200004,127.035266791
511,Point_511,20,º¸¾Èµî,¿ª»ï1µ¿693-14,37.5081864058,127.043548781
512,Point_512,20,º¸¾Èµî,¿ª»ï1µ¿660-3,37.5055940624,127.035969706
513,Point_513,20,º¸¾Èµî,¿ª»ï1µ¿ 648-12,37.500318931399995,127.03194116799999
514,Point_514,20,º¸¾Èµî,¿ª»ï1µ¿ 678-29,37.5021691528,127.039383468
515,Point_515,20,º¸¾Èµî,¿ª»ï1µ¿810,37.503863181199996,127.025826476
516,Point_516,20,º¸¾Èµî,¿ª»ï1µ¿701»ó·ÏÈ¸°üµÞ±æ,37.503861723200004,127.043161745
517,Point_517,20,º¸¾Èµî,¿ª»ï1µ¿ 661-15,37.5061158246,127.03857123
518,Point_518,20,º¸¾Èµî,¿ª»ï1µ¿ 661-28,37.506548113499996,127.03915957
519,Point_519,20,º¸¾Èµî,¿ª»ï1µ¿ 606-18,37.5064885033,127.033789579
520,Point_520,20,º¸¾Èµî,¿ª»ï1µ¿ 743,37.4972329338,127.035287183
521,Point_521,20,º¸¾Èµî,¿ª»ï1µ¿ 678-28,37.502309733699995,127.039311162
522,Point_522,20,º¸¾Èµî,¿ª»ï1µ¿836-17,37.4918525071,127.033968431
523,Point_523,20,º¸¾Èµî,¿ª»ï1µ¿836-42,37.4918093015,127.03381915
524,Point_524,20,º¸¾Èµî,¿ª»ï1µ¿836-41,37.4916326743,127.033923101
525,Point_525,20,º¸¾Èµî,¿ª»ï1µ¿836-40,37.4914884949,127.033986359
526,Point_526,20,º¸¾Èµî,¿ª»ï1µ¿836-39,37.4913479183,127.034054141
527,Point_527,20,º¸¾Èµî,¿ª»ï1µ¿836-38,37.4912073402,127.034126446
528,Point_528,20,º¸¾Èµî,¿ª»ï1µ¿838-5,37.4903355806,127.032656074
529,Point_529,20,º¸¾Èµî,¿ª»ï1µ¿838-7,37.4904544029,127.03305415
530,Point_530,20,º¸¾Èµî,¿ª»ï1µ¿839,37.490558832,127.033366284
531,Point_531,20,º¸¾Èµî,¿ª»ï1µ¿836-24,37.4908975929,127.033429758
532,Point_532,20,º¸¾Èµî,¿ª»ï1µ¿839-3,37.4907028568,127.033845789
533,Point_533,20,º¸¾Èµî,¿ª»ï1µ¿839-4,37.4907640707,127.034035784
534,Point_534,20,º¸¾Èµî,¿ª»ï1µ¿839-6,37.4908756882,127.03440672299999
535,Point_535,20,º¸¾Èµî,¿ª»ï1µ¿836-68,37.4911747791,127.03455612100001
536,Point_536,20,º¸¾Èµî,¿ª»ï1µ¿836-65,37.4913947288,127.0341989
537,Point_537,20,º¸¾Èµî,¿ª»ï1µ¿836-63,37.491679485,127.034067861
538,Point_538,20,º¸¾Èµî,¿ª»ï1µ¿ 683-6,37.508409796500004,127.043707254
539,Point_539,20,º¸¾Èµî,¿ª»ï1µ¿ 683-7,37.5082944075,127.043870054
540,Point_540,20,º¸¾Èµî,¿ª»ï1µ¿ 693-15,37.5077717575,127.044050711
541,Point_541,20,º¸¾Èµî,¿ª»ï1µ¿ 683-8,37.5082222817,127.04399216200001
542,Point_542,20,º¸¾Èµî,¿ª»ï1µ¿ 683-5,37.5084817778,127.04397421799999
543,Point_543,20,º¸¾Èµî,¿ª»ï1µ¿ 683-3,37.508762916500004,127.04390652100001
544,Point_544,20,º¸¾Èµî,¿ª»ï1µ¿ 683-21,37.508081654099996,127.04418209100001
545,Point_545,20,º¸¾Èµî,¿ª»ï1µ¿ 683-23,37.5079986922,127.044367529
546,Point_546,20,º¸¾Èµî,¿ª»ï1µ¿ 683-30,37.5077642842,127.044756458
547,Point_547,20,º¸¾Èµî,¿ª»ï1µ¿ 683-13,37.508845706,127.044182541
548,Point_548,20,º¸¾Èµî,¿ª»ï1µ¿ 683-15,37.5085429464,127.044241176
549,Point_549,20,º¸¾Èµî,¿ª»ï1µ¿ 698-9,37.5063517942,127.04399558899999
550,Point_550,20,º¸¾Èµî,¿ª»ï1µ¿ 698-18,37.5061643278,127.04414929299999
551,Point_551,20,º¸¾Èµî,¿ª»ï1µ¿ 691-29,37.5059483433,127.04345700299999
552,Point_552,20,º¸¾Èµî,¿ª»ï1µ¿ 691-28,37.505800593400004,127.043416201
553,Point_553,20,º¸¾Èµî,¿ª»ï1µ¿ 691-26,37.5055123034,127.04333008
554,Point_554,20,º¸¾Èµî,¿ª»ï1µ¿ 691-24,37.505696173000004,127.043153753
555,Point_555,20,º¸¾Èµî,¿ª»ï1µ¿ 691-22,37.5059844632,127.043239874
