,SIG_CD,RDS_MAN_NO,RDS_MAN_NO2,RN_CD,RN,LAT,LNG
624,11680,165,7,4166562,언주로107길,37.50708919028201,127.03601752466973
625,11680,165,8,4166562,언주로107길,37.50706062032175,127.03592253068852
626,11680,165,9,4166562,언주로107길,37.506874652702635,127.03530409880459
627,11680,166,0,4166559,언주로103길,37.506945582118384,127.04017264311294
628,11680,166,1,4166559,언주로103길,37.50673768763746,127.03947268016863
629,11680,166,2,4166559,언주로103길,37.50655662821754,127.0388630889027
630,11680,166,3,4166559,언주로103길,37.50645657932693,127.03852622060857
631,11680,166,4,4166559,언주로103길,37.506353613277824,127.038179568785
632,11680,166,5,4166559,언주로103길,37.506212258308615,127.037703696084
633,11680,166,6,4166559,언주로103길,37.50611595041688,127.03737947702038
634,11680,166,7,4166559,언주로103길,37.50608025326842,127.03725929345804
635,11680,166,8,4166559,언주로103길,37.506014979190134,127.03703954729859
636,11680,166,9,4166559,언주로103길,37.50595281902742,127.03683026452306
637,11680,166,10,4166559,언주로103길,37.50591355693222,127.03669811408213
638,11680,166,11,4166559,언주로103길,37.50582821853846,127.03641081772213
639,11680,166,12,4166559,언주로103길,37.50581306079567,127.0363597924
640,11680,166,13,4166559,언주로103길,37.5057130947547,127.03602325880617
641,11680,166,14,4166559,언주로103길,37.50570988135048,127.03601244522424
642,11680,166,15,4166559,언주로103길,37.50560178621578,127.03564855065254
643,11680,167,0,4166627,언주로99길,37.506183607450815,127.04091178691566
644,11680,167,1,4166627,언주로99길,37.50584329045832,127.04034365501234
645,11680,167,2,4166627,언주로99길,37.505743147897775,127.0400030104498
646,11680,167,3,4166627,언주로99길,37.50565284144323,127.0396958485799
647,11680,167,4,4166627,언주로99길,37.505451435558776,127.03901077451746
648,11680,167,5,4166627,언주로99길,37.50519949709799,127.03815382913163
649,11680,168,0,4166625,언주로97길,37.50522681693104,127.04153693446786
650,11680,168,1,4166625,언주로97길,37.50540584244348,127.04054884628584
651,11680,168,2,4166625,언주로97길,37.50528671606206,127.0402093585365
652,11680,168,3,4166625,언주로97길,37.50518328756936,127.03991462087771
653,11680,168,4,4166625,언주로97길,37.50511564908215,127.03972185863806
654,11680,168,5,4166625,언주로97길,37.50499477397245,127.03937740770846
655,11680,168,6,4166625,언주로97길,37.50494953106509,127.03924847785471
656,11680,168,7,4166625,언주로97길,37.50487670643266,127.03904094387559
657,11680,168,8,4166625,언주로97길,37.50475827784937,127.03870347436978
658,11680,168,9,4166625,언주로97길,37.504634303079364,127.03835020373646
659,11680,169,0,4166623,언주로93길,37.50417860744813,127.0420316292916
660,11680,169,1,4166623,언주로93길,37.503943672522425,127.04123468270728
661,11680,169,2,4166623,언주로93길,37.50371446154048,127.04082180102245
662,11680,169,3,4166623,언주로93길,37.5035185932803,127.04046898076415
663,11680,169,4,4166623,언주로93길,37.50340797225486,127.04012887274358
664,11680,169,5,4166623,언주로93길,37.50329383085103,127.03977794086555
665,11680,169,6,4166623,언주로93길,37.503182658770186,127.03943612689307
666,11680,169,7,4166623,언주로93길,37.50307107163427,127.03909306969935
667,11680,170,0,4166618,언주로85길,37.501372665024846,127.04334867239152
668,11680,170,1,4166618,언주로85길,37.50120463967118,127.04277975598765
669,11680,170,2,4166618,언주로85길,37.50109099534139,127.04239498272317
670,11680,170,3,4166618,언주로85길,37.50102041309257,127.04175938842376
671,11680,170,4,4166618,언주로85길,37.50087652968388,127.04131594178368
672,11680,170,5,4166618,언주로85길,37.50057179123577,127.0403767974237
673,11680,171,0,4166617,언주로81길,37.50046965074322,127.0437719825033
674,11680,171,1,4166617,언주로81길,37.50030143855221,127.0432020427892
675,11680,171,2,4166617,언주로81길,37.500188425616685,127.04281916245463
676,11680,171,3,4166617,언주로81길,37.499883685870124,127.04178672257815
677,11680,171,4,4166617,언주로81길,37.49960211169517,127.04083280896954
678,11680,171,5,4166617,언주로81길,37.499602432296086,127.04076281891317
679,11680,171,6,4166617,언주로81길,37.4994737775869,127.04032976061193
680,11680,171,7,4166617,언주로81길,37.499327570351696,127.03983958553222
681,11680,171,8,4166617,언주로81길,37.49918315281601,127.0393533147839
682,11680,171,9,4166617,언주로81길,37.499034430875724,127.03885320188562
683,11680,172,0,4166615,언주로79길,37.49960040995713,127.04417946931768
684,11680,172,1,4166615,언주로79길,37.49931793512271,127.04322824132166
685,11680,172,2,4166615,언주로79길,37.49919806390203,127.04282459932783
686,11680,172,3,4166615,언주로79길,37.4991682308778,127.04272412731882
