,명칭,주소,위도,경도,분류
193,CU 역삼한서점,서울특별시 강남구 논현로80길 9,37.498166,127.0390723,편의점
194,세븐일레븐 역삼언주로점,서울특별시 강남구 언주로85길 24 1층,37.5009626,127.0412509,편의점
195,바이더웨이역삼은탑점,서울특별시 강남구 테헤란로14길 5,37.4990525,127.0332072,편의점
196,GS25 강남갤러리점,서울특별시 강남구 논현로106길 42 1층,37.5068128,127.037784,편의점
197,CU 역삼신웅점,서울특별시 강남구 테헤란로 216 신웅타워,37.50141199999999,127.040169,편의점
198,세븐일레븐 역삼웰스토어점,서울특별시 강남구 논현로63길 7,37.4931358,127.0396637,편의점
199,CU 역삼디오빌점,서울특별시 강남구 강남대로84길 33 대우디오빌플러스 지하 1층 112호,37.5014884,127.0428817,편의점
200,GS25 강남역삼점,서울특별시 강남구 봉은사로48길 32,37.5073557,127.0420468,편의점
201,미니스톱 역삼성지점,서울특별시 강남구 테헤란로43길 10,37.5038458,127.0441263,편의점
202,CU 역삼황제펭귄점,서울특별시 강남구 논현로106길 31,37.5067382,127.0369265,편의점
203,세븐일레븐 역삼스타공원점,서울특별시 강남구 논현로79길 25,37.49734249999999,127.0360893,편의점
204,라면국물편의점포차 역삼점,서울특별시 강남구 테헤란로19길 20,37.5013309,127.0333836,편의점
205,지에스25역삼테헤란점,서울특별시 강남구 테헤란로33길 7,37.502262,127.0392663,편의점
206,크린위드 강남프라자점,서울특별시 강남구 언주로 314 강남프라자 B112호,37.4957798,127.0464372,편의점
207,킹마트 역삼점,서울특별시 강남구 테헤란로19길 14,37.5010194,127.0336297,편의점
208,수민상품권,서울특별시 강남구 테헤란로25길 20 106호 시온비즈니스센터 121-1,37.501607,127.0356262,편의점
209,아빠가게,서울특별시 강남구 언주로86길 7 진넥스빌2,37.5017808,127.043931,편의점
210,씨브이에스넷,서울특별시 강남구 테헤란로 201 아주빌딩,37.4971281,127.0614078,편의점
211,나우픽,서울특별시 강남구 논현로101길 10-10 B1,37.5048807,127.0335595,편의점
212,29CM STORE,서울특별시 서초구 강남대로 405 통영빌딩 1층,37.4987997,127.0266941,편의점
213,TJ 움직이는 편의점,서울특별시 강남구 논현로121길 27 1층 편의점,37.5061541,127.0244667,편의점
214,이마트24 R스타필드코엑스몰6호점,서울특별시 강남구 봉은사로 524 코엑스몰 B1 H 115,37.5126188,127.0574169,편의점
215,TJ움직이는편의점,서울특별시 강남구 봉은사로5길 10,37.5057503,127.0262215,편의점
216,GS25 강남센타점,서울특별시 서초구 강남대로 465 교보생명보험,37.4993385,127.0337927,편의점
217,GS25 강남동원점,서울특별시 강남구 테헤란로77길 7 동원빌딩,37.4990162,127.029877,편의점
218,GS25 강남프리미엄점,서울특별시 서초구 서초대로77길 13 강남빌딩,37.4988341,127.0261778,편의점
219,CU 타워팰리스점,서울특별시 강남구 언주로30길 56 타워팰리스,37.4884505,127.0544709,편의점
220,GS25 논현영동점,서울특별시 강남구 학동로2길 19 세일빌딩,37.509938,127.023062,편의점
221,CU 서초다우점,서울특별시 서초구 서초대로77길 58 트라이앤드빌딩,37.502481,127.0244418,편의점
222,GS25 오크우드점,서울특별시 강남구 테헤란로87길 46 지하1층 삼성동,37.5101935,127.0585824,편의점
223,세븐일레븐 양재역점,서울특별시 서초구 양재동 23-3,37.4828114,127.0342362,편의점
224,GS25 대치골드점,서울특별시 강남구 선릉로86길 48 동창빌딩,37.4845869,127.0420334,편의점
225,CU M양재역점,서울특별시 서초구 남부순환로 2585 양재역,37.48357,127.035421,편의점
226,CU 대치본점,서울특별시 강남구 도곡로 443,37.4985196,127.0588217,편의점
227,이마트24 서울남부터미널점,서울특별시 서초구 효령로 292 서울남부터미널,37.4842039,127.0153987,편의점
228,GS25 코엑스신협점,서울특별시 강남구 봉은사로 524 지하3층,37.5126188,127.0574169,편의점
229,CU 서초대로점,서울특별시 서초구 서초대로 310 소망빌딩,37.4939332,127.0154957,편의점
230,CU 924사평역점,서울특별시 서초구 사평대로 지하 285,37.5042324,127.0152074,편의점
231,GS25 도곡매봉점,서울특별시 강남구 논현로30길 51,37.48515099999999,127.0457169,편의점
232,CU 남부터미널역점,서울특별시 서초구 효령로 279,37.4849058,127.0147439,편의점
233,세븐일레븐 영동점,서울특별시 서초구 강남대로 521-4 태영빌딩,37.5084594,127.0221335,편의점
234,GS25 논현동우점,서울특별시 강남구 봉은사로37길 13,37.5091672,127.0364508,편의점
235,CU 논현두산위브점,서울특별시 강남구 언주로122길 28,37.5119048,127.0380263,편의점
236,움직이는편의점,서울특별시 강남구 봉은사로57길 59,37.51454520000001,127.0437252,편의점
237,GS25 도곡양재점,서울특별시 강남구 남부순환로351길 14 1층,37.48568119999999,127.0345555,편의점
238,CU 서초아이파크점,서울특별시 서초구 서초대로77길 62 아이파크에비뉴 G110호,37.5006226,127.0253673,편의점
239,CU 서초캐슬점,서울특별시 서초구 서초대로73길 50 대원빌딩,37.5016033,127.0240807,편의점
240,GS25 잠원중앙점,서울특별시 서초구 강남대로97길 51 104호,37.513937,127.0169403,편의점
241,미니스톱 강남신사점,서울특별시 강남구 도산대로1길 20 1층,37.51798,127.0199777,편의점
242,GS25 신사대로점,서울특별시 서초구 강남대로 617 대양빌딩,37.5166805,127.0189392,편의점
243,GS25 학동공원점,서울특별시 강남구 강남대로146길 27,37.5152442,127.0223505,편의점
244,GS25 신사현대점,서울특별시 강남구 강남대로152길 5,37.5171429,127.0199774,편의점
245,세븐일레븐 잠원중앙점,서울특별시 서초구 강남대로97길 16 서원빌딩,37.5147919,127.0188281,편의점
246,이마트24 R강남대로점,서울특별시 강남구 강남대로 528,37.5092316,127.0225715,편의점
247,GS25 봉은사점,서울특별시 강남구 봉은사로 535 1층 104호,37.5141625,127.0586751,편의점
248,세븐일레븐 신사4호점,서울특별시 강남구 도산대로15길 7,37.5187027,127.0237964,편의점
249,CU 강남세브란스점,서울특별시 강남구 언주로 211 강남세브란스병원,37.4927454,127.0463152,편의점
250,세븐일레븐 공항타워점,서울특별시 강남구 봉은사로 524 B2F,37.5101935,127.0585824,편의점
251,CU 학동역점,서울특별시 강남구 학동로 224 삼환 아르누보 3,37.51445880000001,127.0332712,편의점
252,CU 논현세관사거리점,서울특별시 강남구 언주로130길 10,37.5147606,127.0362997,편의점
253,GS25 신사제일점,서울특별시 강남구 강남대로152길 40 석천빌딩,37.5179479,127.0225234,편의점
254,CU 도곡아크로타워점,서울특별시 강남구 언주로30길 13 대림아크로빌,37.4881456,127.0509571,편의점
255,GS25 서초영동점,서울특별시 서초구 강남대로47길 25,37.4884028,127.030323,편의점
256,CU 삼성아이파크점,서울특별시 강남구 삼성로119길 14 주호빌딩,37.5159976,127.0503038,편의점
257,플젠24시마트강남점,서울특별시 강남구 테헤란로69길 8,37.506429,127.0528364,편의점
258,세븐일레븐 대치6호점,서울특별시 강남구 삼성로85길 19 대치빌딩,37.4989577,127.0588365,편의점
259,CU 대치동부점,서울특별시 강남구 테헤란로78길 8,37.5055912,127.055221,편의점
260,세븐일레븐 서초바로세움점,서울특별시 서초구 서초대로77길 55 시선바로세움3,37.5020304,127.0245631,편의점
261,GS25 도곡아카데미점,서울특별시 강남구 언주로30길 21 아카데미스위트,37.4889623,127.0519645,편의점
262,GS25 논현이편한점,서울특별시 강남구 봉은사로11길 12 논현 e편한세상,37.5066542,127.0288551,편의점
263,CU 대치롯데점,서울특별시 강남구 선릉로64길 8,37.49771430000001,127.0530913,편의점
264,세븐일레븐 논현본점,서울특별시 강남구 도산대로30길 8,37.5192657,127.0292484,편의점
265,대치마트,서울특별시 강남구 역삼로 453 삼익빌딩,37.5026182,127.0567492,편의점
266,GS25 S논현역점,서울특별시 강남구 학동로 지하 102 논현역 지하1층,37.511206,127.021728,편의점
