,SIG_CD,RDS_MAN_NO,RDS_MAN_NO2,RN_CD,RN,LAT,LNG,총밝기
34,11680,12,34,3122008,역삼로,37.49540679907126,127.03778951287079,0
35,11680,12,35,3122008,역삼로,37.495439139546924,127.03789499992706,0
36,11680,12,36,3122008,역삼로,37.495475987109025,127.0380225854657,0
37,11680,12,37,3122008,역삼로,37.49552139509851,127.0381757657552,0
38,11680,12,38,3122008,역삼로,37.49552324027317,127.03818180523315,0
39,11680,12,39,3122008,역삼로,37.495545742368286,127.0382554891453,0
40,11680,12,40,3122008,역삼로,37.49561636226462,127.03848795266413,0
41,11680,12,41,3122008,역삼로,37.495687225011395,127.03872029235069,0
42,11680,12,42,3122008,역삼로,37.49575810531307,127.03895265510141,0
43,11680,12,43,3122008,역삼로,37.49578145279917,127.03902969844371,0
44,11680,12,44,3122008,역삼로,37.4958694286216,127.03924899804859,0
45,11680,12,45,3122008,역삼로,37.49586978873234,127.03924990288955,0
46,11680,12,46,3122008,역삼로,37.4959367502449,127.03942115490055,0
47,11680,12,47,3122008,역삼로,37.49600561157079,127.03956768830885,0
48,11680,12,48,3122008,역삼로,37.49601439929736,127.039586396644,0
49,11680,12,49,3122008,역삼로,37.496441254212314,127.04045116931673,210
50,11680,12,50,3122008,역삼로,37.496537200364955,127.04064588102274,210
51,11680,12,51,3122008,역삼로,37.49718857401719,127.04196777108885,0
52,11680,12,52,3122008,역삼로,37.497859919742034,127.04333273557128,0
53,11680,12,53,3122008,역삼로,37.497864997720754,127.0433430631068,0
54,11680,12,54,3122008,역삼로,37.498075034001005,127.0437611905801,0
55,11680,12,55,3122008,역삼로,37.49851007472432,127.04467691569137,0
56,11680,12,56,3122008,역삼로,37.498552591996095,127.04477782464045,0
57,11680,12,57,3122008,역삼로,37.49859422120434,127.04489234881416,0
58,11680,12,58,3122008,역삼로,37.49863669632833,127.04500935020306,0
59,11680,12,59,3122008,역삼로,37.49877954223785,127.0454435282545,0
60,11680,12,60,3122008,역삼로,37.49950627829093,127.04766670894709,240
61,11680,12,61,3122008,역삼로,37.49953861226524,127.04776621235938,240
62,11680,12,62,3122008,역삼로,37.50055408472912,127.05085719102655,240
63,11680,12,63,3122008,역삼로,37.50095125621097,127.05206653285428,0
64,11680,12,64,3122008,역삼로,37.50095733004106,127.05208501587722,0
65,11680,12,65,3122008,역삼로,37.500981229358565,127.05215786206593,0
66,11680,12,66,3122008,역삼로,37.501142233601044,127.05264870404221,0
67,11680,12,67,3122008,역삼로,37.501276700202624,127.05305973311556,0
68,11680,12,68,3122008,역삼로,37.50139569798559,127.05342349230051,0
69,11680,12,69,3122008,역삼로,37.501522189940346,127.05380989867956,0
70,11680,12,70,3122008,역삼로,37.50177059655786,127.05457473916721,0
71,11680,12,71,3122008,역삼로,37.50177079450824,127.05457533869156,0
72,11680,12,72,3122008,역삼로,37.501884945763685,127.05492688533852,0
73,11680,12,73,3122008,역삼로,37.501994732114035,127.05526527736116,0
74,11680,12,74,3122008,역삼로,37.50221199991229,127.0559321445345,0
75,11680,12,75,3122008,역삼로,37.50221334950272,127.0559362846822,0
76,11680,12,76,3122008,역삼로,37.50245656455968,127.05667545215593,210
77,11680,12,77,3122008,역삼로,37.50262019109481,127.05718290612141,0
78,11680,12,78,3122008,역삼로,37.50262051498512,127.05718390157713,0
79,11680,12,79,3122008,역삼로,37.502633785422724,127.05722481704564,0
80,11680,12,80,3122008,역삼로,37.502760677143286,127.05761591855713,0
81,11680,12,81,3122008,역삼로,37.502770447686295,127.05764601987978,0
82,11680,12,82,3122008,역삼로,37.5027734166267,127.05765518262507,0
83,11680,12,83,3122008,역삼로,37.50285803680797,127.05792329901242,0
84,11680,12,84,3122008,역삼로,37.50288784545777,127.05800998463816,0
85,11680,12,85,3122008,역삼로,37.50291980149163,127.05810906695642,0
86,11680,12,86,3122008,역삼로,37.5029437738877,127.05819085138322,0
87,11680,12,87,3122008,역삼로,37.50303124971621,127.05845751224936,0
88,11680,12,88,3122008,역삼로,37.503091959592155,127.05864286181334,0
89,11680,12,89,3122008,역삼로,37.50309232844893,127.05864400433721,0
90,11680,12,90,3122008,역삼로,37.50325669757029,127.0591448288749,0
91,11680,12,91,3122008,역삼로,37.50329466341125,127.05926008918415,0
92,11680,12,92,3122008,역삼로,37.503311531719426,127.05931204610417,0
93,11680,12,93,3122008,역삼로,37.503326365516145,127.05936039378858,0
94,11680,12,94,3122008,역삼로,37.50333907926653,127.05939582455177,0
95,11680,12,95,3122008,역삼로,37.50334948830915,127.05942746490642,0
96,11680,12,96,3122008,역삼로,37.50336663584726,127.05947943342726,0
97,11680,12,97,3122008,역삼로,37.503373401089036,127.05950034969659,0
98,11680,12,98,3122008,역삼로,37.50340430403707,127.05959468253486,0
99,11680,12,99,3122008,역삼로,37.5034076777411,127.05960493144904,0
100,11680,12,100,3122008,역삼로,37.50343359430176,127.05968865229931,0
101,11680,12,101,3122008,역삼로,37.5034404659294,127.05970968663436,0
102,11680,12,102,3122008,역삼로,37.5034578307117,127.05976284101617,0
103,11680,12,103,3122008,역삼로,37.50347475689407,127.05981465291813,0
104,11680,12,104,3122008,역삼로,37.50351423194781,127.05992944672865,0
105,11680,12,105,3122008,역삼로,37.503517587709,127.05993948078036,0
106,11680,12,106,3122008,역삼로,37.50353109995513,127.05998141526042,0
107,11680,12,107,3122008,역삼로,37.503552265531454,127.06005191197457,0
108,11680,12,108,3122008,역삼로,37.503566987982005,127.06009698022464,0
109,11680,12,109,3122008,역삼로,37.503584068283466,127.06014926639764,0
110,11680,12,110,3122008,역삼로,37.503621917867996,127.0602651317824,0
111,11680,12,111,3122008,역삼로,37.5036388744409,127.06031703950049,0
112,11680,12,112,3122008,역삼로,37.503676630661246,127.06043261975049,0
113,11680,12,113,3122008,역삼로,37.503693943116076,127.06048561720868,0
114,11680,12,114,3122008,역삼로,37.50373115706964,127.06059953812156,0
115,11680,12,115,3122008,역삼로,37.503748360225885,127.06065220129595,0
116,11680,12,116,3122008,역삼로,37.50375340399361,127.0606676415518,0
117,11680,12,117,3122008,역삼로,37.50376532824263,127.06070414505822,0
118,11680,12,118,3122008,역삼로,37.50378582849267,127.06076690224302,0
119,11680,12,119,3122008,역삼로,37.50380319280783,127.06082005953249,0
120,11680,12,120,3122008,역삼로,37.503819831576955,127.06087099580354,0
121,11680,12,121,3122008,역삼로,37.50384074862482,127.06093502929886,0
122,11680,12,122,3122008,역삼로,37.50385772696285,127.06098700530072,0
123,11680,12,123,3122008,역삼로,37.50387490604377,127.0610395959346,0
124,11680,12,124,3122008,역삼로,37.503895249809815,127.06110187480095,0
125,11680,12,125,3122008,역삼로,37.503912200009395,127.06115376496264,0
126,11680,12,126,3122008,역삼로,37.50392281013446,127.06118624610858,0
127,11680,12,127,3122008,역삼로,37.50392950840429,127.06120675171701,0
128,11680,12,128,3122008,역삼로,37.5039738867096,127.06133076521375,0
129,11680,12,129,3122008,역삼로,37.504001153591744,127.0614143865858,0
130,11680,12,130,3122008,역삼로,37.504049228633505,127.06156073572949,0
131,11680,12,131,3122008,역삼로,37.504069766485216,127.06162353111523,0
132,11680,12,132,3122008,역삼로,37.50412457002757,127.06179086503971,0
133,11680,12,133,3122008,역삼로,37.504152124896564,127.0618744982884,0
134,11680,12,134,3122008,역삼로,37.50420019027547,127.0620210063468,0
135,11680,12,135,3122008,역삼로,37.50422998467149,127.06211203799164,0
136,11680,12,136,3122008,역삼로,37.50423449178306,127.0621254660196,0
137,11680,12,137,3122008,역삼로,37.504275530857456,127.06225096693925,0
138,11680,12,138,3122008,역삼로,37.50430561339494,127.0623419990006,0
139,11680,12,139,3122008,역삼로,37.504316849118986,127.06237644560379,0
140,11680,12,140,3122008,역삼로,37.504351150206276,127.06248110917277,0
141,11680,12,141,3122008,역삼로,37.50437573772295,127.06256042555981,0
142,11680,12,142,3122008,역삼로,37.50439221095637,127.06261733399934,0
143,11680,12,143,3122008,역삼로,37.50440315512422,127.06265677719568,0
144,11680,12,144,3122008,역삼로,37.50442086374525,127.06271266069092,0
145,11680,12,145,3122008,역삼로,37.504451218773205,127.062804745175,0
146,11680,12,146,3122008,역삼로,37.50445543739266,127.06281835400104,0
147,11680,12,147,3122008,역삼로,37.50449506971389,127.06294473666165,0
148,11680,12,148,3122008,역삼로,37.504514750727,127.06300782614528,0
149,11680,12,149,3122008,역삼로,37.504523745882175,127.06303629966268,0
150,11680,12,150,3122008,역삼로,37.50483160527662,127.06396849703363,0
151,11680,12,151,3122008,역삼로,37.505220900180824,127.06514894999832,0
152,11680,12,152,3122008,역삼로,37.50566307456634,127.06648844170374,0
153,11680,12,153,3122008,역삼로,37.50588259544202,127.06715346463015,0
154,11680,12,154,3122008,역삼로,37.50593800350918,127.06732133872957,0
155,11680,13,0,3122010,테헤란로,37.497957606705725,127.02762873698151,0
156,11680,13,1,3122010,테헤란로,37.49804342315118,127.0279291678518,0
157,11680,13,2,3122010,테헤란로,37.49806394218268,127.02799500231235,210
158,11680,13,3,3122010,테헤란로,37.49818700137485,127.02839073356266,210
159,11680,13,4,3122010,테헤란로,37.498274712032796,127.02867352547837,0
160,11680,13,5,3122010,테헤란로,37.49827948396252,127.0286881605486,0
161,11680,13,6,3122010,테헤란로,37.498506257599566,127.02941748067984,0
162,11680,13,7,3122010,테헤란로,37.49865259380518,127.02988845063317,0
163,11680,13,8,3122010,테헤란로,37.498753841442536,127.03021430338129,240
164,11680,13,9,3122010,테헤란로,37.49901295246675,127.03104807016062,0
165,11680,13,10,3122010,테헤란로,37.49929571636471,127.03195753052587,0
166,11680,13,11,3122010,테헤란로,37.499553383795465,127.03278629894932,0
167,11680,13,12,3122010,테헤란로,37.49967463790442,127.03316715143968,0
