,밝기,분류,명칭,위도,경도
407,280,보안등,역삼1동 635-6,37.5006656494,127.029109527
408,280,보안등,역삼1동 622-10,37.502910881700004,127.029408966
409,280,보안등,역삼1동 622-4,37.5030730357,127.02951760100001
410,280,보안등,역삼1동 634,37.5031414154,127.02990214799999
411,280,보안등,역삼1동 623-15,37.503426160500005,127.02979369100001
412,280,보안등,역삼1동 623-14,37.5035234474,127.029879682
413,280,보안등,역삼1동 623-17,37.5032278417,127.03017813299999
414,280,보안등,역삼1동 623-19,37.503061973099996,127.030503778
415,280,보안등,역삼1동 634-4,37.5028566378,127.03013727
416,280,보안등,역삼1동 633-9,37.5024492459,127.030670907
417,280,보안등,역삼1동 681-39,37.5089582502,127.04193411700001
418,280,보안등,역삼1동 681-30,37.5088394582,127.04153592799999
419,280,보안등,역삼1동 681-37,37.5090196033,127.041694373
420,280,보안등,역삼1동 681-22,37.508753068000004,127.041232765
421,280,보안등,역삼1동 681-29,37.5088034625,127.041409233
422,280,보안등,역삼1동 681-23,37.5088684139,127.04118306299999
423,280,보안등,역삼1동 681-21,37.5087134679,127.04110606799999
