,ALWNC_DE,ALWNC_RESN,BSI_INT,ENG_RN,MVMN_DE,MVMN_RESN,MVM_RES_CD,NTFC_DE,OPERT_DE,RBP_CN,RDS_DPN_SE,RDS_MAN_NO,REP_CN,RN,RN_CD,ROAD_BT,ROAD_LT,ROA_CLS_SE,SIG_CD,WDR_RD_CD,COORDS
676,20101018,광평로 시점에서 10번째 분기된 도로,16,Gwangpyeong-ro 10-gil,20141030,"광역도로 정비 및 부여사유, 부여방식 정비",90,20101203,20141030225531,일원동 731,0,680,일원동 739,광평로10길,4166070,15.0,465.0,4,11680,3,"[(127.07989459459587, 37.482703376202586), (127.08012440692642, 37.481668486619235), (127.08013041317086, 37.481660274500754), (127.08051672940309, 37.48113212912661), (127.0806250876824, 37.48103688384568), (127.08074727140173, 37.48097232631492), (127.08086805918695, 37.48093503389958), (127.08098445609674, 37.48091528681268), (127.08098782513653, 37.480915149396594), (127.08099690345925, 37.48091478288983), (127.08110331085143, 37.48091044953028), (127.08354794378255, 37.48126802496204)]"
677,20101018,광평로 시점에서 20번째 분기된 도로,16,Gwangpyeong-ro 20-gil,20141030,"광역도로 정비 및 부여사유, 부여방식 정비",90,20101203,20141030225531,수서동 750,0,681,일원동 738,광평로20길,4166073,15.0,504.0,4,11680,3,"[(127.08663492244541, 37.483669262283044), (127.08693638162178, 37.482335292757114), (127.08694628368292, 37.482293659341096), (127.08695222795366, 37.48225148818496), (127.08695387566556, 37.48220913993476), (127.08695134009272, 37.482166794709045), (127.0869447347142, 37.48212481282596), (127.08693394657772, 37.48208328446662), (127.08691920222321, 37.48204256986664), (127.08690038890279, 37.4820029394065), (127.08687784601113, 37.481964573039235), (127.086851460799, 37.481927741144645), (127.08682168582273, 37.4818927136938), (127.08678840812614, 37.481859580865816), (127.08672926600917, 37.48181003241963), (127.08668012488317, 37.481776000988425), (127.08661542628296, 37.48174170143165), (127.08654774086492, 37.48171555805074), (127.08648287519101, 37.481693367999235), (127.08638375621311, 37.4816748515745), (127.0842707744045, 37.4813717307569), (127.08354794378255, 37.48126802496204)]"
678,20101018,광평로 시점에서 42번째 분기된 도로,15,Gwangpyeong-ro 42-gil,20141030,"광역도로 정비 및 부여사유, 부여방식 정비",90,20101203,20141030225531,수서동 451-13,0,682,수서동 465-15,광평로42길,4166078,8.0,184.0,4,11680,3,"[(127.09850411290714, 37.485880398007495), (127.09955515434703, 37.48491201803336), (127.09966687902795, 37.4849844107892), (127.09992433434671, 37.48515123317121)]"
679,20101018,광평로 시점에서 46번째 분기된 도로,15,Gwangpyeong-ro 46-gil,20141030,"광역도로 정비 및 부여사유, 부여방식 정비",90,20101203,20141030225531,수서동 450-2,0,683,수서동 475-6,광평로46길,4166079,8.0,198.0,4,11680,3,"[(127.09886970295489, 37.48614026127021), (127.09918140080963, 37.48584795370482), (127.09992433434671, 37.48515123317121), (127.10032275143338, 37.48477758002425)]"
680,20101018,광평로 시점에서 56번째 분기된 도로,17,Gwangpyeong-ro 56-gil,20141030,"광역도로 정비 및 부여사유, 부여방식 정비",90,20101203,20141030225531,수서동 723,0,684,수서동 726-5,광평로56길,4166082,12.0,176.0,4,11680,3,"[(127.10370749689743, 37.48794789876371), (127.10399819908773, 37.48730075578382), (127.10437850100811, 37.48645416066668)]"
681,20101018,헌릉로 569번 기초구간에서 분기된 도로,17,Heolleung-ro 569-gil,20141030,직권수정(속성변경),99,20120615,20190426160803,세곡동 322-1,0,686,세곡동 461-14,헌릉로569길,4166875,11.0,650.0,4,11680,3,"[(127.10172161862673, 37.46701914763915), (127.10095696481314, 37.46703157198534), (127.0987140168457, 37.46704074528561), (127.09768003637598, 37.467033088136475), (127.09703662857304, 37.46705285340536), (127.09586924471265, 37.46730387968656), (127.09565255671049, 37.467329834809796), (127.09544553697873, 37.46732742130505), (127.0951219740478, 37.46724775286229), (127.09439710766507, 37.466998236333424)]"
682,20101018,헌릉로 시점에서 571번 기초구간에서 분기된 도로,20,Heolleung-ro 571-gil,20141030,직권수정(속성변경),99,20101203,20190426160913,세곡동 281-1,0,687,세곡동 416-11,헌릉로571길,4166877,11.0,745.0,4,11680,3,"[(127.1015196385811, 37.46536849199878), (127.10160968407905, 37.465701739482775), (127.10166319072266, 37.466378169888515), (127.10180371022433, 37.46778239181133), (127.10181132195248, 37.467823793199024), (127.10181420288005, 37.467859175641564), (127.10178872208446, 37.46787576040382), (127.1016200649335, 37.46782161190598), (127.10112487645736, 37.46783767979786), (127.10075308500909, 37.4678343254018), (127.10038179725075, 37.46780483898242), (127.10003907014732, 37.46777532758853), (127.09973991912992, 37.46771598136525), (127.09950304944478, 37.467636717675724), (127.09911665062124, 37.46756254337098), (127.09867416372074, 37.46747848138585), (127.09822547913573, 37.46741925416912), (127.09791513438294, 37.46737824948205), (127.09769465523065, 37.46737078871031), (127.09741672094088, 37.46740921666843), (127.09711961996261, 37.46745147968859), (127.09694232457586, 37.46748218465455), (127.09682253319667, 37.46750520257558), (127.09670752487858, 37.467520576105564), (127.09658633380339, 37.46753836975411)]"
683,20101018,헌릉로 시점에서 645번 기초구간에서 분기된 도로,16,Heolleung-ro 645-gil,20141030,"광역도로 정비 및 부여사유, 부여방식 정비",90,20101203,20141030225538,세곡동 96-25,0,688,세곡동 110-6,헌릉로645길,4166838,8.0,313.0,4,11680,3,"[(127.10969189623887, 37.464814102303365), (127.10971439072316, 37.4653085615709), (127.1097529950769, 37.466157109461136), (127.10976256883957, 37.46621946815886), (127.10977278154034, 37.46628592583589), (127.10979250068468, 37.46683047428894), (127.10981393875687, 37.467422341810014), (127.10982161436806, 37.46763407056439)]"
684,20101018,헌릉로 시점에서 745번 기초구간에서 분기된 도로,16,Heolleung-ro 745-gil,20141030,"광역도로 정비 및 부여사유, 부여방식 정비",90,20101203,20141030225538,율곡동 122-5,0,689,율곡동 101-13,헌릉로745길,4166840,10.0,397.0,4,11680,3,"[(127.12030729131006, 37.46766008962987), (127.11854028242044, 37.470943386707255)]"
685,20101018,헌릉로 시점에서 618번 기초구간에서 분기된 도로,16,Heolleung-ro 618-gil,20141030,"광역도로 정비 및 부여사유, 부여방식 정비",90,20101203,20141030225538,세곡동 122-2,0,690,세곡동 181-6,헌릉로618길,4166835,6.0,240.0,4,11680,3,"[(127.10652329394516, 37.464887914288234), (127.10634319225746, 37.4636640153572), (127.10624314722567, 37.46298415235634), (127.10620716708858, 37.46273966073258)]"
